tool,type,dataset,genome,ends,read_length,aligned,accuracy,overaligned,time,memory
bwamem,align,sim4,CHM13,pe,150,99.57325,94.0156,8535,253.343,6.64817
bwamem,align,sim4,CHM13,pe,200,99.52365,94.2604,9526,346.317,6.27576
bwamem,align,sim4,CHM13,pe,300,99.4215,95.48375,11570,578.205,5.93109
bwamem,align,sim4,CHM13,pe,500,99.1899,95.73945,16202,997.084,5.69922
bwamem,align,sim5,CHM13,pe,50,97.4312,89.12215,12597,141.352,10.7525
bwamem,align,sim5,CHM13,pe,75,98.3346,91.16465,13461,157.661,8.5675
bwamem,align,sim5,CHM13,pe,100,98.89555,92.3451,14383,182.423,7.51768
bwamem,align,sim5,CHM13,pe,150,99.16125,93.4078,16562,260.205,6.68769
bwamem,align,sim5,CHM13,pe,200,99.06105,93.6112,18688,354.001,6.32413
bwamem,align,sim5,CHM13,pe,300,98.8707,94.71075,22586,599.045,5.96227
bwamem,align,sim5,CHM13,pe,500,98.4742,94.90045,30516,1059.465,5.7203
minimap2,align,sim3,CHM13,pe,50,95.4303,88.1919,3322,49.803,11.7963
minimap2,align,sim3,CHM13,pe,75,98.7697,92.0378,3583,64.462,11.7199
minimap2,align,sim3,CHM13,pe,100,99.3365,93.1711,3914,78.749,11.5754
minimap2,align,sim3,CHM13,pe,150,99.63,94.1526,4390,105.881,11.5104
minimap2,align,sim3,CHM13,pe,200,99.6828,94.44415,5018,128.625,11.5047
minimap2,align,sim3,CHM13,pe,300,99.6704,95.39845,6229,247.214,11.5911
minimap2,align,sim3,CHM13,pe,500,99.57745,95.5725,8412,631.882,11.8081
minimap2,align,sim4,CHM13,pe,50,92.06765,84.3624,6259,49.403,11.7949
minimap2,align,sim4,CHM13,pe,75,98.2234,91.1391,6712,63.254,11.7276
minimap2,align,sim4,CHM13,pe,100,99.1701,92.7146,7209,76.159,11.5808
minimap2,align,sim4,CHM13,pe,150,99.46505,93.7648,8535,101.653,11.5093
minimap2,align,sim4,CHM13,pe,200,99.4853,94.08295,9526,123.946,11.4929
minimap2,align,sim4,CHM13,pe,300,99.41075,95.0386,11570,235.647,11.6003
minimap2,align,sim4,CHM13,pe,500,99.18935,95.06335,16202,580.935,11.6273
minimap2,align,sim5,CHM13,pe,50,89.5151,81.9465,12597,49.757,11.7735
minimap2,align,sim5,CHM13,pe,75,96.38735,89.2454,13461,61.827,11.7311
minimap2,align,sim5,CHM13,pe,100,97.9058,91.28305,14383,75.179,11.5801
minimap2,align,sim5,CHM13,pe,150,98.94945,93.19085,16562,101.996,11.5241
minimap2,align,sim5,CHM13,pe,200,99.00725,93.51985,18688,125.081,11.4858
minimap2,align,sim5,CHM13,pe,300,98.85835,94.37755,22586,233.577,11.5942
minimap2,align,sim5,CHM13,pe,500,98.47335,94.2152,30516,573.046,11.5863
strobealign-0.14.0,map,sim3,CHM13,pe,50,96.3103,86.04885,484,33.41,14.4228
strobealign-0.14.0,map,sim3,CHM13,pe,75,99.1985,90.77555,954,38.60,14.4664
strobealign-0.14.0,map,sim3,CHM13,pe,100,99.51255,92.05995,1281,34.76,14.5038
strobealign-0.14.0,map,sim3,CHM13,pe,150,99.72395,93.4112,1923,27.67,14.5881
strobealign-0.14.0,map,sim3,CHM13,pe,200,99.73995,93.933,2650,25.35,14.6796
strobealign-0.14.0,map,sim3,CHM13,pe,300,99.68805,94.8955,4296,30.42,14.8495
strobealign-0.14.0,map,sim3,CHM13,pe,500,99.57925,95.3842,7261,33.26,11.5357
strobealign-0.14.0,map,sim4,CHM13,pe,50,92.4563,80.91335,825,30.15,14.4196
strobealign-0.14.0,map,sim4,CHM13,pe,75,97.73825,88.437,1597,35.37,14.4661
strobealign-0.14.0,map,sim4,CHM13,pe,100,98.33815,90.15505,2159,33.50,14.5002
strobealign-0.14.0,map,sim4,CHM13,pe,150,99.094,92.29695,3527,27.04,14.5861
strobealign-0.14.0,map,sim4,CHM13,pe,200,99.38805,93.1324,4840,23.70,14.674
strobealign-0.14.0,map,sim4,CHM13,pe,300,99.4191,94.2973,7906,27.57,14.8539
strobealign-0.14.0,map,sim4,CHM13,pe,500,99.18975,94.60085,13774,29.81,11.5422
strobealign-0.14.0,map,sim5,CHM13,pe,50,90.1117,78.67535,1617,29.15,14.4167
strobealign-0.14.0,map,sim5,CHM13,pe,75,95.72395,86.32805,3000,35.25,14.4669
strobealign-0.14.0,map,sim5,CHM13,pe,100,96.4909,88.09435,4302,31.71,14.5031
strobealign-0.14.0,map,sim5,CHM13,pe,150,97.42615,90.4237,6437,26.02,14.5895
strobealign-0.14.0,map,sim5,CHM13,pe,200,98.20915,91.7595,9134,24.55,14.6758
strobealign-0.14.0,map,sim5,CHM13,pe,300,98.82595,93.58875,15040,28.73,14.8524
strobealign-0.14.0,map,sim5,CHM13,pe,500,98.4732,93.78175,25640,28.91,11.5384
strobealign-mcs-022a721,map,sim3,CHM13,pe,50,98.7913,88.4501,2792,45.31,14.4595
strobealign-mcs-022a721,map,sim3,CHM13,pe,75,99.5795,91.1157,1291,47.35,14.4552
strobealign-mcs-022a721,map,sim3,CHM13,pe,100,99.79995,92.2674,3418,34.98,14.5159
strobealign-mcs-022a721,map,sim3,CHM13,pe,150,99.7797,93.3817,2395,30.77,14.5856
strobealign-mcs-022a721,map,sim3,CHM13,pe,200,99.74825,93.85675,3038,30.23,14.6771
strobealign-mcs-022a721,map,sim3,CHM13,pe,300,99.68805,94.88315,4663,37.95,14.8609
strobealign-mcs-022a721,map,sim3,CHM13,pe,500,99.57925,95.4475,7540,39.84,11.5394
strobealign-mcs-022a721,map,sim4,CHM13,pe,50,98.7536,86.35205,5236,44.41,14.4556
strobealign-mcs-022a721,map,sim4,CHM13,pe,75,99.282,89.9755,2305,44.04,14.4548
strobealign-mcs-022a721,map,sim4,CHM13,pe,100,99.6351,91.4405,6293,33.52,14.5158
strobealign-mcs-022a721,map,sim4,CHM13,pe,150,99.57205,92.7495,4543,29.95,14.5884
strobealign-mcs-022a721,map,sim4,CHM13,pe,200,99.52285,93.22345,5720,29.15,14.6746
strobealign-mcs-022a721,map,sim4,CHM13,pe,300,99.4213,94.27575,8613,37.91,14.854
strobealign-mcs-022a721,map,sim4,CHM13,pe,500,99.18985,94.66235,14444,39.13,11.5379
strobealign-mcs-022a721,map,sim5,CHM13,pe,50,98.18085,84.3169,10501,42.33,14.4595
strobealign-mcs-022a721,map,sim5,CHM13,pe,75,97.89165,88.2268,4451,43.74,14.4658
strobealign-mcs-022a721,map,sim5,CHM13,pe,100,99.1977,90.09215,12418,33.50,14.5198
strobealign-mcs-022a721,map,sim5,CHM13,pe,150,99.1165,91.9245,8508,30.27,14.5873
strobealign-mcs-022a721,map,sim5,CHM13,pe,200,99.05365,92.53825,10969,29.62,14.6729
strobealign-mcs-022a721,map,sim5,CHM13,pe,300,98.87025,93.6609,16544,37.66,14.8577
strobealign-mcs-022a721,map,sim5,CHM13,pe,500,98.4742,93.84205,27056,38.30,11.5393
minimap2,map,sim3,CHM13,pe,50,95.4406,87.531,457,40.697,11.4353
minimap2,map,sim3,CHM13,pe,75,98.77485,91.5373,957,54.869,11.4011
minimap2,map,sim3,CHM13,pe,100,99.33795,92.7061,1349,67.957,11.3175
minimap2,map,sim3,CHM13,pe,150,99.63045,93.72415,2178,90.261,11.2945
minimap2,map,sim3,CHM13,pe,200,99.6834,93.9863,2956,106.588,11.285
minimap2,map,sim3,CHM13,pe,300,99.6706,94.9409,4619,229.160,11.4046
minimap2,map,sim3,CHM13,pe,500,99.5775,94.82565,7525,601.652,11.6449
minimap2,map,sim4,CHM13,pe,50,92.10585,83.6095,764,39.902,11.4316
minimap2,map,sim4,CHM13,pe,75,98.23965,90.5029,1633,52.365,11.4037
minimap2,map,sim4,CHM13,pe,100,99.17515,92.13465,2359,63.603,11.3177
minimap2,map,sim4,CHM13,pe,150,99.4662,93.2774,4077,83.971,11.2977
minimap2,map,sim4,CHM13,pe,200,99.48655,93.5545,5562,99.686,11.2736
minimap2,map,sim4,CHM13,pe,300,99.41095,94.4773,8541,209.807,11.4211
minimap2,map,sim4,CHM13,pe,500,99.18935,94.26035,14406,532.880,11.5404
minimap2,map,sim5,CHM13,pe,50,89.6035,81.23635,1441,38.939,11.4209
minimap2,map,sim5,CHM13,pe,75,96.43825,88.69325,3060,51.501,11.4035
minimap2,map,sim5,CHM13,pe,100,97.94535,90.84775,4665,69.498,11.318
minimap2,map,sim5,CHM13,pe,150,98.95905,92.72145,7613,84.509,11.3186
minimap2,map,sim5,CHM13,pe,200,99.00995,92.9813,10627,97.197,11.2719
minimap2,map,sim5,CHM13,pe,300,98.85845,93.80535,16425,206.311,11.4141
minimap2,map,sim5,CHM13,pe,500,98.47335,93.401,26956,515.725,11.4131
strobealign-0.14.0,align,sim3,rye,pe,50,99.3065,70.5191,3261,152.31,33.3549
strobealign-0.14.0,align,sim3,rye,pe,75,99.7472,81.29765,3487,136.71,33.3447
strobealign-0.14.0,align,sim3,rye,pe,100,99.7936,86.52495,3895,114.95,33.3871
strobealign-0.14.0,align,sim3,rye,pe,150,99.77515,91.128,4492,90.22,33.4213
strobealign-0.14.0,align,sim3,rye,pe,200,99.75405,92.4032,4919,90.90,33.4586
strobealign-0.14.0,align,sim3,rye,pe,300,99.69615,95.3989,6077,124.27,33.4587
strobealign-0.14.0,align,sim3,rye,pe,500,99.5898,95.94435,8204,161.70,25.3077
strobealign-0.14.0,align,sim4,rye,pe,50,98.8067,67.0789,6304,144.88,33.3546
strobealign-0.14.0,align,sim4,rye,pe,75,99.5501,78.67885,6982,134.31,33.3446
strobealign-0.14.0,align,sim4,rye,pe,100,99.61645,84.25425,7263,118.33,33.3873
strobealign-0.14.0,align,sim4,rye,pe,150,99.5826,89.64895,8324,101.66,33.4175
strobealign-0.14.0,align,sim4,rye,pe,200,99.5324,91.19665,9351,108.02,33.4584
strobealign-0.14.0,align,sim4,rye,pe,300,99.42945,94.8133,11411,148.11,33.4587
strobealign-0.14.0,align,sim4,rye,pe,500,99.20715,95.41365,15857,225.37,25.4113
strobealign-0.14.0,align,sim5,rye,pe,50,97.01955,65.07375,12498,142.78,33.355
strobealign-0.14.0,align,sim5,rye,pe,75,98.42745,76.9472,13298,134.33,33.3447
strobealign-0.14.0,align,sim5,rye,pe,100,98.9486,82.8682,14707,120.84,33.3873
strobealign-0.14.0,align,sim5,rye,pe,150,99.1392,88.55205,16552,106.07,33.4214
strobealign-0.14.0,align,sim5,rye,pe,200,99.0532,90.2015,18644,116.00,33.4543
strobealign-0.14.0,align,sim5,rye,pe,300,98.86655,93.9978,22667,180.19,33.4587
strobealign-0.14.0,align,sim5,rye,pe,500,98.44855,94.4928,31029,319.64,25.4037
strobealign-mcs-022a721,align,sim3,rye,pe,50,99.64175,71.1354,3261,173.63,33.3166
strobealign-mcs-022a721,align,sim3,rye,pe,75,99.8222,81.26315,3487,124.35,33.3856
strobealign-mcs-022a721,align,sim3,rye,pe,100,99.8052,86.09995,3895,106.06,33.4402
strobealign-mcs-022a721,align,sim3,rye,pe,150,99.7754,90.85315,4492,99.23,33.4204
strobealign-mcs-022a721,align,sim3,rye,pe,200,99.75405,92.39465,4919,107.86,33.4707
strobealign-mcs-022a721,align,sim3,rye,pe,300,99.69615,95.4179,6077,140.34,33.4596
strobealign-mcs-022a721,align,sim3,rye,pe,500,99.5898,95.97555,8204,176.23,25.4333
strobealign-mcs-022a721,align,sim4,rye,pe,50,99.5182,68.54265,6304,170.43,33.3166
strobealign-mcs-022a721,align,sim4,rye,pe,75,99.63755,78.9999,6982,126.97,33.3895
strobealign-mcs-022a721,align,sim4,rye,pe,100,99.6368,84.1613,7263,112.10,33.4402
strobealign-mcs-022a721,align,sim4,rye,pe,150,99.5838,89.5417,8324,107.55,33.4204
strobealign-mcs-022a721,align,sim4,rye,pe,200,99.53245,91.29115,9351,124.72,33.4746
strobealign-mcs-022a721,align,sim4,rye,pe,300,99.42945,94.90565,11411,163.16,33.4596
strobealign-mcs-022a721,align,sim4,rye,pe,500,99.20715,95.4605,15857,238.55,25.464
strobealign-mcs-022a721,align,sim5,rye,pe,50,98.9867,66.617,12498,167.13,33.3166
strobealign-mcs-022a721,align,sim5,rye,pe,75,98.6894,77.33195,13298,126.86,33.3895
strobealign-mcs-022a721,align,sim5,rye,pe,100,99.2213,82.90015,14707,113.31,33.4402
strobealign-mcs-022a721,align,sim5,rye,pe,150,99.1672,88.50475,16552,116.93,33.4243
strobealign-mcs-022a721,align,sim5,rye,pe,200,99.0668,90.3255,18644,138.16,33.4744
strobealign-mcs-022a721,align,sim5,rye,pe,300,98.86665,94.1094,22667,199.73,33.4597
strobealign-mcs-022a721,align,sim5,rye,pe,500,98.44855,94.5711,31029,342.29,25.4409
bwamem,align,sim3,rye,pe,50,99.7715,74.44295,3261,401.275,29.5587
bwamem,align,sim3,rye,pe,75,99.81845,83.8589,3487,346.546,20.3734
bwamem,align,sim3,rye,pe,100,99.8052,88.43315,3895,350.903,16.808
bwamem,align,sim3,rye,pe,150,99.7754,92.0416,4492,429.493,14.2946
bwamem,align,sim3,rye,pe,200,99.75405,92.9685,4919,528.290,13.4134
bwamem,align,sim3,rye,pe,300,99.69615,95.6318,6077,783.910,12.7946
bwamem,align,sim3,rye,pe,500,99.5898,96.083,8204,1314.743,12.4956
bwamem,align,sim4,rye,pe,50,99.34065,72.91255,6304,393.881,28.9521
bwamem,align,sim4,rye,pe,75,99.61335,82.8582,6982,380.039,20.8036
bwamem,align,sim4,rye,pe,100,99.63585,87.61125,7263,419.138,17.3266
bwamem,align,sim4,rye,pe,150,99.5837,91.4183,8324,553.158,14.7091
bwamem,align,sim4,rye,pe,200,99.53245,92.396,9351,712.814,13.7635
bwamem,align,sim4,rye,pe,300,99.42945,95.3185,11411,1079.126,13.0042
bwamem,align,sim4,rye,pe,500,99.20715,95.68835,15857,1790.535,12.6059
bwamem,align,sim5,rye,pe,50,97.5107,70.70535,12498,389.299,28.5777
bwamem,align,sim5,rye,pe,75,98.381,80.87275,13298,381.209,20.8094
bwamem,align,sim5,rye,pe,100,98.9093,85.94295,14707,424.406,17.4077
bwamem,align,sim5,rye,pe,150,99.1614,89.9016,16552,568.974,14.8931
bwamem,align,sim5,rye,pe,200,99.0636,90.8074,18644,736.844,13.8924
bwamem,align,sim5,rye,pe,300,98.86665,94.0106,22667,1107.089,13.0778
bwamem,align,sim5,rye,pe,500,98.44855,94.6701,31029,1858.490,12.6394
minimap2,align,sim3,rye,pe,50,90.10995,67.14525,3261,99.492,21.0372
minimap2,align,sim3,rye,pe,75,95.99525,80.0295,3487,138.644,20.5798
minimap2,align,sim3,rye,pe,100,97.9389,85.8429,3895,166.062,20.2201
minimap2,align,sim3,rye,pe,150,99.2121,90.74315,4492,212.083,19.9433
minimap2,align,sim3,rye,pe,200,99.55265,92.0875,4919,263.206,19.8638
minimap2,align,sim3,rye,pe,300,99.64965,94.12675,6077,638.610,19.8885
minimap2,align,sim3,rye,pe,500,99.5874,95.1829,8204,2229.610,19.8755
minimap2,align,sim4,rye,pe,50,88.0795,62.6746,6304,95.771,20.9743
minimap2,align,sim4,rye,pe,75,95.995,77.7444,6982,134.313,20.6008
minimap2,align,sim4,rye,pe,100,98.1087,84.44075,7263,164.286,20.2437
minimap2,align,sim4,rye,pe,150,99.21945,89.83805,8324,207.362,19.937
minimap2,align,sim4,rye,pe,200,99.4259,91.31405,9351,261.527,19.8761
minimap2,align,sim4,rye,pe,300,99.40995,93.3844,11411,627.005,19.8953
minimap2,align,sim4,rye,pe,500,99.20635,94.47245,15857,2024.451,19.8325
minimap2,align,sim5,rye,pe,50,85.69185,60.46215,12498,97.284,20.9354
minimap2,align,sim5,rye,pe,75,94.20965,75.5372,13298,132.276,20.592
minimap2,align,sim5,rye,pe,100,96.83965,82.56595,14707,161.625,20.2374
minimap2,align,sim5,rye,pe,150,98.68165,88.7441,16552,209.312,19.9341
minimap2,align,sim5,rye,pe,200,98.93025,90.3149,18644,266.233,19.8829
minimap2,align,sim5,rye,pe,300,98.83885,92.3668,22667,621.231,19.8844
minimap2,align,sim5,rye,pe,500,98.4478,93.21365,31029,1985.448,19.8376
strobealign-0.14.0,map,sim3,rye,pe,50,95.2213,59.7719,541,116.56,33.3549
strobealign-0.14.0,map,sim3,rye,pe,75,98.44135,73.3213,938,103.96,33.3445
strobealign-0.14.0,map,sim3,rye,pe,100,99.3454,80.31335,1330,78.62,33.3873
strobealign-0.14.0,map,sim3,rye,pe,150,99.7263,87.487,1990,62.71,33.4215
strobealign-0.14.0,map,sim3,rye,pe,200,99.749,90.0736,2649,58.53,33.4545
strobealign-0.14.0,map,sim3,rye,pe,300,99.69565,93.98365,4219,79.51,33.4587
strobealign-0.14.0,map,sim3,rye,pe,500,99.5898,95.1393,7121,86.55,25.0663
strobealign-0.14.0,map,sim4,rye,pe,50,93.338,53.93955,868,107.33,33.3549
strobealign-0.14.0,map,sim4,rye,pe,75,97.77815,68.3911,1704,94.69,33.3447
strobealign-0.14.0,map,sim4,rye,pe,100,98.72435,75.43835,2288,74.90,33.3872
strobealign-0.14.0,map,sim4,rye,pe,150,99.32365,83.9482,3478,56.77,33.4214
strobealign-0.14.0,map,sim4,rye,pe,200,99.46975,87.4062,4738,49.87,33.4584
strobealign-0.14.0,map,sim4,rye,pe,300,99.4284,92.49215,7829,69.53,33.4587
strobealign-0.14.0,map,sim4,rye,pe,500,99.20715,93.8047,13449,75.75,25.2767
strobealign-0.14.0,map,sim5,rye,pe,50,91.1027,52.04665,1749,100.87,33.3549
strobealign-0.14.0,map,sim5,rye,pe,75,95.9219,66.2074,3228,91.39,33.3447
strobealign-0.14.0,map,sim5,rye,pe,100,97.0383,73.26015,4461,71.48,33.3869
strobealign-0.14.0,map,sim5,rye,pe,150,97.8512,81.74445,6725,55.10,33.4214
strobealign-0.14.0,map,sim5,rye,pe,200,98.4993,85.49865,9288,49.88,33.4584
strobealign-0.14.0,map,sim5,rye,pe,300,98.8389,91.44785,15120,70.29,33.455
strobealign-0.14.0,map,sim5,rye,pe,500,98.448,92.7147,26075,73.41,25.2759
strobealign-mcs-022a721,map,sim3,rye,pe,50,97.98065,61.2773,2822,139.39,33.3166
strobealign-mcs-022a721,map,sim3,rye,pe,75,99.7204,72.87975,1218,89.38,33.3895
strobealign-mcs-022a721,map,sim3,rye,pe,100,99.80265,79.62295,3293,70.59,33.4401
strobealign-mcs-022a721,map,sim3,rye,pe,150,99.7753,86.76585,2439,64.22,33.4243
strobealign-mcs-022a721,map,sim3,rye,pe,200,99.754,89.9828,3005,77.16,33.4745
strobealign-mcs-022a721,map,sim3,rye,pe,300,99.69615,94.1216,4537,101.50,33.4596
strobealign-mcs-022a721,map,sim3,rye,pe,500,99.5898,95.29145,7382,103.95,25.3147
strobealign-mcs-022a721,map,sim4,rye,pe,50,98.0671,57.29535,5521,129.66,33.3166
strobealign-mcs-022a721,map,sim4,rye,pe,75,99.43475,69.0326,2299,86.28,33.3893
strobealign-mcs-022a721,map,sim4,rye,pe,100,99.6349,75.9845,6229,69.89,33.4364
strobealign-mcs-022a721,map,sim4,rye,pe,150,99.5834,84.02865,4338,64.77,33.4244
strobealign-mcs-022a721,map,sim4,rye,pe,200,99.53245,87.59345,5519,76.09,33.4705
strobealign-mcs-022a721,map,sim4,rye,pe,300,99.42945,92.74335,8490,95.35,33.4596
strobealign-mcs-022a721,map,sim4,rye,pe,500,99.20715,94.06045,14099,97.77,25.3193
strobealign-mcs-022a721,map,sim5,rye,pe,50,97.5555,55.4398,10842,124.91,33.3166
strobealign-mcs-022a721,map,sim5,rye,pe,75,98.09555,67.13595,4352,83.60,33.3895
strobealign-mcs-022a721,map,sim5,rye,pe,100,99.1716,74.2039,12509,69.12,33.4402
strobealign-mcs-022a721,map,sim5,rye,pe,150,99.1415,82.5733,8546,63.61,33.4243
strobealign-mcs-022a721,map,sim5,rye,pe,200,99.05875,86.20005,10950,74.85,33.4745
strobealign-mcs-022a721,map,sim5,rye,pe,300,98.86655,91.7176,16563,92.85,33.4597
strobealign-mcs-022a721,map,sim5,rye,pe,500,98.44855,92.98705,27455,98.56,25.3191
minimap2,map,sim3,rye,pe,50,90.1201,61.82295,440,78.929,20.1655
minimap2,map,sim3,rye,pe,75,95.9994,75.8233,891,110.205,19.9364
minimap2,map,sim3,rye,pe,100,97.93965,82.7036,1328,137.396,19.7445
minimap2,map,sim3,rye,pe,150,99.21215,88.7057,2204,161.361,19.5997
minimap2,map,sim3,rye,pe,200,99.55265,90.3391,2924,190.168,19.5666
minimap2,map,sim3,rye,pe,300,99.64965,92.29505,4449,563.263,19.6603
minimap2,map,sim3,rye,pe,500,99.5874,93.0928,7339,2065.734,19.6816
minimap2,map,sim4,rye,pe,50,88.12485,57.0012,703,74.833,20.1349
minimap2,map,sim4,rye,pe,75,96.01455,72.7268,1633,105.566,19.9487
minimap2,map,sim4,rye,pe,100,98.11305,80.4333,2372,124.879,19.7567
minimap2,map,sim4,rye,pe,150,99.2197,87.1997,3932,150.860,19.6022
minimap2,map,sim4,rye,pe,200,99.42595,89.0683,5324,181.254,19.575
minimap2,map,sim4,rye,pe,300,99.40995,91.0489,8348,537.139,19.6603
minimap2,map,sim4,rye,pe,500,99.20635,91.96565,13997,1836.514,19.6299
minimap2,map,sim5,rye,pe,50,85.7846,55.0012,1386,73.155,20.1141
minimap2,map,sim5,rye,pe,75,94.26895,70.73815,3107,103.804,19.9457
minimap2,map,sim5,rye,pe,100,96.8825,78.75365,4676,122.292,19.7603
minimap2,map,sim5,rye,pe,150,98.6903,86.19185,7690,148.046,19.6016
minimap2,map,sim5,rye,pe,200,98.93145,88.09075,10559,178.583,19.5779
minimap2,map,sim5,rye,pe,300,98.83885,90.0118,16292,603.160,19.6428
minimap2,map,sim5,rye,pe,500,98.4478,90.621,27243,1770.073,19.6505
