tool,type,dataset,genome,read_length,aligned,accuracy,overaligned,time,memory
minimap2,map,sim4,maize,300,99.39615,92.94405,8724,444.336,7.64394
minimap2,map,sim4,maize,500,99.19965,93.77565,14167,1600.393,7.74913
minimap2,map,sim5,maize,50,89.8438,57.6706,1404,65.597,8.28623
minimap2,map,sim5,maize,75,96.30845,72.7755,3181,94.610,8.09839
minimap2,map,sim5,maize,100,97.88795,80.38625,4648,97.569,7.90147
minimap2,map,sim5,maize,150,98.94995,87.4622,7666,133.662,7.73177
minimap2,map,sim5,maize,200,99.0065,89.1672,10575,168.702,7.66159
minimap2,map,sim5,maize,300,98.861,91.9793,16305,437.733,7.61017
minimap2,map,sim5,maize,500,98.44655,92.37845,27455,1540.368,7.86779
strobealign-0.14.0,align,sim3,CHM13,50,99.5534,90.90695,3322,45.51,14.481
strobealign-0.14.0,align,sim3,CHM13,75,99.80105,92.51855,3583,48.61,14.5267
strobealign-0.14.0,align,sim3,CHM13,100,99.80085,93.2939,3914,45.08,14.588
strobealign-0.14.0,align,sim3,CHM13,150,99.7803,94.15825,4390,43.24,14.7124
strobealign-0.14.0,align,sim3,CHM13,200,99.7488,94.46705,5018,42.92,14.7986
strobealign-0.14.0,align,sim3,CHM13,300,99.68855,95.62545,6229,63.32,14.9662
strobealign-0.14.0,align,sim3,CHM13,500,99.5794,96.0549,8412,97.91,11.6602
strobealign-0.14.0,align,sim4,CHM13,50,98.7492,89.4386,6259,44.11,14.4849
strobealign-0.14.0,align,sim4,CHM13,75,99.5777,91.9655,6712,49.15,14.5207
strobealign-0.14.0,align,sim4,CHM13,100,99.6135,92.81145,7209,47.03,14.5791
strobealign-0.14.0,align,sim4,CHM13,150,99.5697,93.73135,8535,45.32,14.7139
strobealign-0.14.0,align,sim4,CHM13,200,99.5229,94.0487,9526,51.29,14.715
strobealign-0.14.0,align,sim4,CHM13,300,99.4215,95.2349,11570,83.39,14.9218
strobealign-0.14.0,align,sim4,CHM13,500,99.1899,95.51955,16202,148.46,11.6064
strobealign-0.14.0,align,sim5,CHM13,50,96.926,87.54355,12597,42.97,14.471
strobealign-0.14.0,align,sim5,CHM13,75,98.4339,90.7016,13461,48.81,14.5217
strobealign-0.14.0,align,sim5,CHM13,100,98.93805,91.97415,14383,47.45,14.5807
strobealign-0.14.0,align,sim5,CHM13,150,99.12625,93.1808,16562,49.05,14.6984
strobealign-0.14.0,align,sim5,CHM13,200,99.0449,93.4904,18688,56.47,14.7986
strobealign-0.14.0,align,sim5,CHM13,300,98.8705,94.6088,22586,103.65,14.9312
strobealign-0.14.0,align,sim5,CHM13,500,98.4742,94.71255,30516,231.47,11.6641
strobealign-mcs-022a721,align,sim3,CHM13,50,99.7278,91.1275,3322,57.53,14.5158
strobealign-mcs-022a721,align,sim3,CHM13,75,99.80715,92.557,3583,58.71,14.5131
strobealign-mcs-022a721,align,sim3,CHM13,100,99.8033,93.2753,3914,46.51,14.5927
strobealign-mcs-022a721,align,sim3,CHM13,150,99.78005,94.13895,4390,46.94,14.7165
strobealign-mcs-022a721,align,sim3,CHM13,200,99.7489,94.45075,5018,50.92,14.8072
strobealign-mcs-022a721,align,sim3,CHM13,300,99.68855,95.63575,6229,73.48,14.9108
strobealign-mcs-022a721,align,sim3,CHM13,500,99.5794,96.07885,8412,101.48,11.682
strobealign-mcs-022a721,align,sim4,CHM13,50,99.58045,90.30165,6259,58.65,14.5187
strobealign-mcs-022a721,align,sim4,CHM13,75,99.64065,92.12525,6712,57.50,14.5048
strobealign-mcs-022a721,align,sim4,CHM13,100,99.6393,92.87715,7209,48.62,14.5977
strobealign-mcs-022a721,align,sim4,CHM13,150,99.57325,93.7475,8535,50.31,14.6756
strobealign-mcs-022a721,align,sim4,CHM13,200,99.5237,94.0574,9526,57.24,14.7991
strobealign-mcs-022a721,align,sim4,CHM13,300,99.4215,95.25735,11570,93.27,14.8736
strobealign-mcs-022a721,align,sim4,CHM13,500,99.1899,95.5463,16202,161.03,11.3363
strobealign-mcs-022a721,align,sim5,CHM13,50,99.0174,88.6217,12597,57.28,14.5062
strobealign-mcs-022a721,align,sim5,CHM13,75,98.6728,90.96725,13461,56.93,14.5147
strobealign-mcs-022a721,align,sim5,CHM13,100,99.2461,92.1524,14383,48.05,14.5929
strobealign-mcs-022a721,align,sim5,CHM13,150,99.16715,93.25245,16562,53.52,14.6985
strobealign-mcs-022a721,align,sim5,CHM13,200,99.06485,93.5133,18688,63.97,14.8016
strobealign-mcs-022a721,align,sim5,CHM13,300,98.8707,94.63455,22586,113.96,14.9384
strobealign-mcs-022a721,align,sim5,CHM13,500,98.4742,94.72945,30516,248.38,11.6885
bwamem,align,sim3,CHM13,50,99.76385,91.68705,3322,149.494,10.8977
bwamem,align,sim3,CHM13,75,99.8125,92.8564,3583,155.922,8.3335
bwamem,align,sim3,CHM13,100,99.8043,93.5587,3914,151.941,7.3112
bwamem,align,sim3,CHM13,150,99.7805,94.3284,4390,201.162,6.50656
bwamem,align,sim3,CHM13,200,99.7491,94.56995,5018,259.873,6.16887
bwamem,align,sim3,CHM13,300,99.68855,95.78235,6229,424.203,5.85835
bwamem,align,sim3,CHM13,500,99.5794,96.2006,8412,731.606,5.68977
bwamem,align,sim4,CHM13,50,99.3113,91.03665,6259,151.565,10.8851
bwamem,align,sim4,CHM13,75,99.6161,92.5429,6712,172.332,8.57597
bwamem,align,sim4,CHM13,100,99.6386,93.28085,7209,182.331,7.49141
bwamem,align,sim4,CHM13,150,99.57325,94.0156,8535,255.413,6.64098
bwamem,align,sim4,CHM13,200,99.52365,94.2604,9526,349.304,6.28045
bwamem,align,sim4,CHM13,300,99.4215,95.48375,11570,578.692,5.93364
bwamem,align,sim4,CHM13,500,99.1899,95.73945,16202,989.480,5.69787
bwamem,align,sim5,CHM13,50,97.4312,89.12215,12597,151.004,10.7525
bwamem,align,sim5,CHM13,75,98.3346,91.16465,13461,173.964,8.56759
bwamem,align,sim5,CHM13,100,98.89555,92.3451,14383,183.867,7.5328
bwamem,align,sim5,CHM13,150,99.16125,93.4078,16562,263.397,6.68614
bwamem,align,sim5,CHM13,200,99.06105,93.6112,18688,354.642,6.31898
bwamem,align,sim5,CHM13,300,98.8707,94.71075,22586,600.542,5.96099
bwamem,align,sim5,CHM13,500,98.4742,94.90045,30516,1062.752,5.71886
minimap2,align,sim3,CHM13,50,95.4303,88.1919,3322,62.889,11.7977
minimap2,align,sim3,CHM13,75,98.7697,92.0378,3583,81.095,11.7187
minimap2,align,sim3,CHM13,100,99.3365,93.1711,3914,82.677,11.5787
minimap2,align,sim3,CHM13,150,99.63,94.1526,4390,112.857,11.5147
minimap2,align,sim3,CHM13,200,99.6828,94.44415,5018,132.105,11.5115
minimap2,align,sim3,CHM13,300,99.6704,95.39845,6229,250.084,11.5914
minimap2,align,sim3,CHM13,500,99.57745,95.5725,8412,640.262,11.877
minimap2,align,sim4,CHM13,50,92.06765,84.3624,6259,60.037,11.7876
minimap2,align,sim4,CHM13,75,98.2234,91.1391,6712,81.774,11.7293
minimap2,align,sim4,CHM13,100,99.1701,92.7146,7209,80.429,11.5802
minimap2,align,sim4,CHM13,150,99.46505,93.7648,8535,111.422,11.5269
minimap2,align,sim4,CHM13,200,99.4853,94.08295,9526,131.486,11.4879
minimap2,align,sim4,CHM13,300,99.41075,95.0386,11570,240.992,11.5892
minimap2,align,sim4,CHM13,500,99.18935,95.06335,16202,582.515,11.6784
minimap2,align,sim5,CHM13,50,89.5151,81.9465,12597,62.270,11.771
minimap2,align,sim5,CHM13,75,96.38735,89.2454,13461,73.655,11.7262
minimap2,align,sim5,CHM13,100,97.9058,91.28305,14383,80.528,11.5777
minimap2,align,sim5,CHM13,150,98.94945,93.19085,16562,105.148,11.5177
minimap2,align,sim5,CHM13,200,99.00725,93.51985,18688,132.110,11.485
minimap2,align,sim5,CHM13,300,98.85835,94.37755,22586,240.782,11.5928
minimap2,align,sim5,CHM13,500,98.47335,94.2152,30516,579.383,11.5801
strobealign-0.14.0,map,sim3,CHM13,50,96.3103,86.04885,484,33.35,14.4219
strobealign-0.14.0,map,sim3,CHM13,75,99.1985,90.77555,954,39.78,14.4701
strobealign-0.14.0,map,sim3,CHM13,100,99.51255,92.05995,1281,35.70,14.504
strobealign-0.14.0,map,sim3,CHM13,150,99.72395,93.4112,1923,27.16,14.5871
strobealign-0.14.0,map,sim3,CHM13,200,99.73995,93.933,2650,25.55,14.6778
strobealign-0.14.0,map,sim3,CHM13,300,99.68805,94.8955,4296,31.86,14.8527
strobealign-0.14.0,map,sim3,CHM13,500,99.57925,95.3842,7261,32.43,11.5379
strobealign-0.14.0,map,sim4,CHM13,50,92.4563,80.91335,825,30.11,14.4146
strobealign-0.14.0,map,sim4,CHM13,75,97.73825,88.437,1597,35.92,14.4649
strobealign-0.14.0,map,sim4,CHM13,100,98.33815,90.15505,2159,33.17,14.4999
strobealign-0.14.0,map,sim4,CHM13,150,99.094,92.29695,3527,26.31,14.5901
strobealign-0.14.0,map,sim4,CHM13,200,99.38805,93.1324,4840,24.96,14.6762
strobealign-0.14.0,map,sim4,CHM13,300,99.4191,94.2973,7906,29.49,14.8491
strobealign-0.14.0,map,sim4,CHM13,500,99.18975,94.60085,13774,30.35,11.538
strobealign-0.14.0,map,sim5,CHM13,50,90.1117,78.67535,1617,29.40,14.4195
strobealign-0.14.0,map,sim5,CHM13,75,95.72395,86.32805,3000,34.69,14.469
strobealign-0.14.0,map,sim5,CHM13,100,96.4909,88.09435,4302,32.79,14.5052
strobealign-0.14.0,map,sim5,CHM13,150,97.42615,90.4237,6437,25.98,14.5872
strobealign-0.14.0,map,sim5,CHM13,200,98.20915,91.7595,9134,24.09,14.6759
strobealign-0.14.0,map,sim5,CHM13,300,98.82595,93.58875,15040,27.08,14.8576
strobealign-0.14.0,map,sim5,CHM13,500,98.4732,93.78175,25640,29.51,11.5363
strobealign-mcs-022a721,map,sim3,CHM13,50,98.7913,88.4501,2792,45.33,14.4595
strobealign-mcs-022a721,map,sim3,CHM13,75,99.5795,91.1157,1291,47.73,14.452
strobealign-mcs-022a721,map,sim3,CHM13,100,99.79995,92.2674,3418,33.40,14.5191
strobealign-mcs-022a721,map,sim3,CHM13,150,99.7797,93.3817,2395,33.23,14.5813
strobealign-mcs-022a721,map,sim3,CHM13,200,99.74825,93.85675,3038,29.90,14.677
strobealign-mcs-022a721,map,sim3,CHM13,300,99.68805,94.88315,4663,37.68,14.8557
strobealign-mcs-022a721,map,sim3,CHM13,500,99.57925,95.4475,7540,39.79,11.5367
strobealign-mcs-022a721,map,sim4,CHM13,50,98.7536,86.35205,5236,44.40,14.4595
strobealign-mcs-022a721,map,sim4,CHM13,75,99.282,89.9755,2305,44.60,14.4565
strobealign-mcs-022a721,map,sim4,CHM13,100,99.6351,91.4405,6293,33.53,14.513
strobealign-mcs-022a721,map,sim4,CHM13,150,99.57205,92.7495,4543,31.08,14.5843
strobealign-mcs-022a721,map,sim4,CHM13,200,99.52285,93.22345,5720,29.86,14.6742
strobealign-mcs-022a721,map,sim4,CHM13,300,99.4213,94.27575,8613,37.94,14.8615
strobealign-mcs-022a721,map,sim4,CHM13,500,99.18985,94.66235,14444,38.91,11.5375
strobealign-mcs-022a721,map,sim5,CHM13,50,98.18085,84.3169,10501,42.41,14.4595
strobealign-mcs-022a721,map,sim5,CHM13,75,97.89165,88.2268,4451,42.96,14.4649
strobealign-mcs-022a721,map,sim5,CHM13,100,99.1977,90.09215,12418,37.60,14.5145
strobealign-mcs-022a721,map,sim5,CHM13,150,99.1165,91.9245,8508,30.94,14.5825
strobealign-mcs-022a721,map,sim5,CHM13,200,99.05365,92.53825,10969,28.97,14.6742
strobealign-mcs-022a721,map,sim5,CHM13,300,98.87025,93.6609,16544,37.10,14.8585
strobealign-mcs-022a721,map,sim5,CHM13,500,98.4742,93.84205,27056,38.97,11.5363
minimap2,map,sim3,CHM13,50,95.4406,87.531,457,54.270,11.4352
minimap2,map,sim3,CHM13,75,98.77485,91.5373,957,74.616,11.3801
minimap2,map,sim3,CHM13,100,99.33795,92.7061,1349,72.997,11.3179
minimap2,map,sim3,CHM13,150,99.63045,93.72415,2178,97.500,11.2999
minimap2,map,sim3,CHM13,200,99.6834,93.9863,2956,105.477,11.2889
minimap2,map,sim3,CHM13,300,99.6706,94.9409,4619,236.999,11.405
minimap2,map,sim3,CHM13,500,99.5775,94.82565,7525,599.267,11.6667
minimap2,map,sim4,CHM13,50,92.10585,83.6095,764,56.485,11.4324
minimap2,map,sim4,CHM13,75,98.23965,90.5029,1633,71.890,11.3816
minimap2,map,sim4,CHM13,100,99.17515,92.13465,2359,68.397,11.3168
minimap2,map,sim4,CHM13,150,99.4662,93.2774,4077,88.898,11.2921
minimap2,map,sim4,CHM13,200,99.48655,93.5545,5562,103.910,11.2733
minimap2,map,sim4,CHM13,300,99.41095,94.4773,8541,216.956,11.422
minimap2,map,sim4,CHM13,500,99.18935,94.26035,14406,537.634,11.5266
minimap2,map,sim5,CHM13,50,89.6035,81.23635,1441,52.086,11.4214
minimap2,map,sim5,CHM13,75,96.43825,88.69325,3060,71.507,11.3806
minimap2,map,sim5,CHM13,100,97.94535,90.84775,4665,68.232,11.3177
minimap2,map,sim5,CHM13,150,98.95905,92.72145,7613,86.829,11.3017
minimap2,map,sim5,CHM13,200,99.00995,92.9813,10627,102.068,11.2719
minimap2,map,sim5,CHM13,300,98.85845,93.80535,16425,210.422,11.3993
minimap2,map,sim5,CHM13,500,98.47335,93.401,26956,520.793,11.4197
strobealign-0.14.0,align,sim3,rye,50,99.3065,70.5191,3261,154.53,33.351
strobealign-0.14.0,align,sim3,rye,75,99.7472,81.29765,3487,137.54,33.3447
strobealign-0.14.0,align,sim3,rye,100,99.7936,86.52495,3895,113.21,33.3872
strobealign-0.14.0,align,sim3,rye,150,99.77515,91.128,4492,94.09,33.4213
strobealign-0.14.0,align,sim3,rye,200,99.75405,92.4032,4919,93.26,33.4586
strobealign-0.14.0,align,sim3,rye,300,99.69615,95.3989,6077,125.97,33.4589
strobealign-0.14.0,align,sim3,rye,500,99.5898,95.94435,8204,162.48,25.3438
strobealign-0.14.0,align,sim4,rye,50,98.8067,67.0789,6304,144.21,33.3549
strobealign-0.14.0,align,sim4,rye,75,99.5501,78.67885,6982,135.50,33.3442
strobealign-0.14.0,align,sim4,rye,100,99.61645,84.25425,7263,117.49,33.3873
strobealign-0.14.0,align,sim4,rye,150,99.5826,89.64895,8324,102.53,33.4175
strobealign-0.14.0,align,sim4,rye,200,99.5324,91.19665,9351,108.33,33.4584
strobealign-0.14.0,align,sim4,rye,300,99.42945,94.8133,11411,149.49,33.4589
strobealign-0.14.0,align,sim4,rye,500,99.20715,95.41365,15857,229.39,25.4061
strobealign-0.14.0,align,sim5,rye,50,97.01955,65.07375,12498,140.95,33.3547
strobealign-0.14.0,align,sim5,rye,75,98.42745,76.9472,13298,136.13,33.3447
strobealign-0.14.0,align,sim5,rye,100,98.9486,82.8682,14707,119.59,33.3872
strobealign-0.14.0,align,sim5,rye,150,99.1392,88.55205,16552,104.66,33.4212
strobealign-0.14.0,align,sim5,rye,200,99.0532,90.2015,18644,118.55,33.4545
strobealign-0.14.0,align,sim5,rye,300,98.86655,93.9978,22667,178.26,33.4587
strobealign-0.14.0,align,sim5,rye,500,98.44855,94.4928,31029,318.69,25.2053
strobealign-mcs-022a721,align,sim3,rye,50,99.64175,71.1354,3261,173.54,33.3166
strobealign-mcs-022a721,align,sim3,rye,75,99.8222,81.26315,3487,124.92,33.3895
strobealign-mcs-022a721,align,sim3,rye,100,99.8052,86.09995,3895,107.28,33.4403
strobealign-mcs-022a721,align,sim3,rye,150,99.7754,90.85315,4492,97.39,33.4205
strobealign-mcs-022a721,align,sim3,rye,200,99.75405,92.39465,4919,110.83,33.4746
strobealign-mcs-022a721,align,sim3,rye,300,99.69615,95.4179,6077,140.84,33.4596
strobealign-mcs-022a721,align,sim3,rye,500,99.5898,95.97555,8204,173.65,25.452
strobealign-mcs-022a721,align,sim4,rye,50,99.5182,68.54265,6304,168.41,33.3167
strobealign-mcs-022a721,align,sim4,rye,75,99.63755,78.9999,6982,126.05,33.3894
strobealign-mcs-022a721,align,sim4,rye,100,99.6368,84.1613,7263,113.11,33.4403
strobealign-mcs-022a721,align,sim4,rye,150,99.5838,89.5417,8324,108.19,33.4244
strobealign-mcs-022a721,align,sim4,rye,200,99.53245,91.29115,9351,125.11,33.4745
strobealign-mcs-022a721,align,sim4,rye,300,99.42945,94.90565,11411,170.36,33.4518
strobealign-mcs-022a721,align,sim4,rye,500,99.20715,95.4605,15857,241.16,25.4438
strobealign-mcs-022a721,align,sim5,rye,50,98.9867,66.617,12498,165.89,33.3166
strobealign-mcs-022a721,align,sim5,rye,75,98.6894,77.33195,13298,125.95,33.3894
strobealign-mcs-022a721,align,sim5,rye,100,99.2213,82.90015,14707,112.93,33.4402
strobealign-mcs-022a721,align,sim5,rye,150,99.1672,88.50475,16552,112.73,33.4242
strobealign-mcs-022a721,align,sim5,rye,200,99.0668,90.3255,18644,140.59,33.4745
strobealign-mcs-022a721,align,sim5,rye,300,98.86665,94.1094,22667,195.60,33.4596
strobealign-mcs-022a721,align,sim5,rye,500,98.44855,94.5711,31029,339.97,25.4366
bwamem,align,sim3,rye,50,99.7715,74.44295,3261,409.013,29.5583
bwamem,align,sim3,rye,75,99.81845,83.8589,3487,364.404,20.3748
bwamem,align,sim3,rye,100,99.8052,88.43315,3895,354.225,16.7993
bwamem,align,sim3,rye,150,99.7754,92.0416,4492,432.845,14.2799
bwamem,align,sim3,rye,200,99.75405,92.9685,4919,529.462,13.4085
bwamem,align,sim3,rye,300,99.69615,95.6318,6077,783.779,12.7992
bwamem,align,sim3,rye,500,99.5898,96.083,8204,1326.456,12.4962
bwamem,align,sim4,rye,50,99.34065,72.91255,6304,404.229,28.9475
bwamem,align,sim4,rye,75,99.61335,82.8582,6982,399.164,20.8025
bwamem,align,sim4,rye,100,99.63585,87.61125,7263,419.914,17.2967
bwamem,align,sim4,rye,150,99.5837,91.4183,8324,559.752,14.7159
bwamem,align,sim4,rye,200,99.53245,92.396,9351,716.049,13.7697
bwamem,align,sim4,rye,300,99.42945,95.3185,11411,1074.895,13.0052
bwamem,align,sim4,rye,500,99.20715,95.68835,15857,1788.363,12.6029
bwamem,align,sim5,rye,50,97.5107,70.70535,12498,396.210,28.5732
bwamem,align,sim5,rye,75,98.381,80.87275,13298,399.001,20.8094
bwamem,align,sim5,rye,100,98.9093,85.94295,14707,427.878,17.4517
bwamem,align,sim5,rye,150,99.1614,89.9016,16552,570.138,14.8625
bwamem,align,sim5,rye,200,99.0636,90.8074,18644,739.288,13.8757
bwamem,align,sim5,rye,300,98.86665,94.0106,22667,1110.094,13.0684
bwamem,align,sim5,rye,500,98.44855,94.6701,31029,1865.182,12.6389
minimap2,align,sim3,rye,50,90.10995,67.14525,3261,121.596,21.0377
minimap2,align,sim3,rye,75,95.99525,80.0295,3487,162.395,20.5809
minimap2,align,sim3,rye,100,97.9389,85.8429,3895,179.063,20.2164
minimap2,align,sim3,rye,150,99.2121,90.74315,4492,229.759,19.9477
minimap2,align,sim3,rye,200,99.55265,92.0875,4919,272.343,19.8622
minimap2,align,sim3,rye,300,99.64965,94.12675,6077,648.364,19.8828
minimap2,align,sim3,rye,500,99.5874,95.1829,8204,2234.905,19.8723
minimap2,align,sim4,rye,50,88.0795,62.6746,6304,115.499,20.9769
minimap2,align,sim4,rye,75,95.995,77.7444,6982,158.988,20.5996
minimap2,align,sim4,rye,100,98.1087,84.44075,7263,173.252,20.243
minimap2,align,sim4,rye,150,99.21945,89.83805,8324,219.487,19.9332
minimap2,align,sim4,rye,200,99.4259,91.31405,9351,277.687,19.8728
minimap2,align,sim4,rye,300,99.40995,93.3844,11411,634.628,19.8882
minimap2,align,sim4,rye,500,99.20635,94.47245,15857,2047.275,19.8321
minimap2,align,sim5,rye,50,85.69185,60.46215,12498,110.485,20.9362
minimap2,align,sim5,rye,75,94.20965,75.5372,13298,157.325,20.5922
minimap2,align,sim5,rye,100,96.83965,82.56595,14707,172.853,20.2401
minimap2,align,sim5,rye,150,98.68165,88.7441,16552,212.619,19.9351
minimap2,align,sim5,rye,200,98.93025,90.3149,18644,277.224,19.8757
minimap2,align,sim5,rye,300,98.83885,92.3668,22667,634.418,19.8795
minimap2,align,sim5,rye,500,98.4478,93.21365,31029,1998.688,19.8431
strobealign-0.14.0,map,sim3,rye,50,95.2213,59.7719,541,116.81,33.355
strobealign-0.14.0,map,sim3,rye,75,98.44135,73.3213,938,102.47,33.3446
strobealign-0.14.0,map,sim3,rye,100,99.3454,80.31335,1330,77.95,33.3869
strobealign-0.14.0,map,sim3,rye,150,99.7263,87.487,1990,62.77,33.4214
strobealign-0.14.0,map,sim3,rye,200,99.749,90.0736,2649,60.01,33.4584
strobealign-0.14.0,map,sim3,rye,300,99.69565,93.98365,4219,82.91,33.4587
strobealign-0.14.0,map,sim3,rye,500,99.5898,95.1393,7121,85.56,25.2696
strobealign-0.14.0,map,sim4,rye,50,93.338,53.93955,868,105.35,33.3549
strobealign-0.14.0,map,sim4,rye,75,97.77815,68.3911,1704,96.75,33.3447
strobealign-0.14.0,map,sim4,rye,100,98.72435,75.43835,2288,75.13,33.3873
strobealign-0.14.0,map,sim4,rye,150,99.32365,83.9482,3478,57.20,33.4214
strobealign-0.14.0,map,sim4,rye,200,99.46975,87.4062,4738,51.77,33.4584
strobealign-0.14.0,map,sim4,rye,300,99.4284,92.49215,7829,71.87,33.4587
strobealign-0.14.0,map,sim4,rye,500,99.20715,93.8047,13449,75.06,25.2766
strobealign-0.14.0,map,sim5,rye,50,91.1027,52.04665,1749,100.59,33.3511
strobealign-0.14.0,map,sim5,rye,75,95.9219,66.2074,3228,93.34,33.3447
strobealign-0.14.0,map,sim5,rye,100,97.0383,73.26015,4461,75.37,33.3872
strobealign-0.14.0,map,sim5,rye,150,97.8512,81.74445,6725,55.96,33.4213
strobealign-0.14.0,map,sim5,rye,200,98.4993,85.49865,9288,52.92,33.4586
strobealign-0.14.0,map,sim5,rye,300,98.8389,91.44785,15120,68.90,33.4589
strobealign-0.14.0,map,sim5,rye,500,98.448,92.7147,26075,72.35,25.2784
strobealign-mcs-022a721,map,sim3,rye,50,97.98065,61.2773,2822,137.71,33.3086
strobealign-mcs-022a721,map,sim3,rye,75,99.7204,72.87975,1218,90.98,33.3894
strobealign-mcs-022a721,map,sim3,rye,100,99.80265,79.62295,3293,71.47,33.4403
strobealign-mcs-022a721,map,sim3,rye,150,99.7753,86.76585,2439,63.62,33.4241
strobealign-mcs-022a721,map,sim3,rye,200,99.754,89.9828,3005,78.41,33.4744
strobealign-mcs-022a721,map,sim3,rye,300,99.69615,94.1216,4537,102.36,33.4596
strobealign-mcs-022a721,map,sim3,rye,500,99.5898,95.29145,7382,104.57,25.3174
strobealign-mcs-022a721,map,sim4,rye,50,98.0671,57.29535,5521,129.52,33.3085
strobealign-mcs-022a721,map,sim4,rye,75,99.43475,69.0326,2299,86.69,33.3894
strobealign-mcs-022a721,map,sim4,rye,100,99.6349,75.9845,6229,68.74,33.4402
strobealign-mcs-022a721,map,sim4,rye,150,99.5834,84.02865,4338,63.03,33.4244
strobealign-mcs-022a721,map,sim4,rye,200,99.53245,87.59345,5519,74.75,33.4746
strobealign-mcs-022a721,map,sim4,rye,300,99.42945,92.74335,8490,97.41,33.4596
strobealign-mcs-022a721,map,sim4,rye,500,99.20715,94.06045,14099,99.70,25.319
strobealign-mcs-022a721,map,sim5,rye,50,97.5555,55.4398,10842,122.79,33.3166
strobealign-mcs-022a721,map,sim5,rye,75,98.09555,67.13595,4352,85.27,33.3895
strobealign-mcs-022a721,map,sim5,rye,100,99.1716,74.2039,12509,69.73,33.4364
strobealign-mcs-022a721,map,sim5,rye,150,99.1415,82.5733,8546,64.63,33.4244
strobealign-mcs-022a721,map,sim5,rye,200,99.05875,86.20005,10950,74.80,33.4746
strobealign-mcs-022a721,map,sim5,rye,300,98.86655,91.7176,16563,96.80,33.4596
strobealign-mcs-022a721,map,sim5,rye,500,98.44855,92.98705,27455,95.15,25.316
minimap2,map,sim3,rye,50,90.1201,61.82295,440,100.028,20.166
minimap2,map,sim3,rye,75,95.9994,75.8233,891,133.333,19.937
minimap2,map,sim3,rye,100,97.93965,82.7036,1328,144.669,19.7433
minimap2,map,sim3,rye,150,99.21215,88.7057,2204,172.423,19.5979
minimap2,map,sim3,rye,200,99.55265,90.3391,2924,202.047,19.5659
minimap2,map,sim3,rye,300,99.64965,92.29505,4449,575.308,19.6552
minimap2,map,sim3,rye,500,99.5874,93.0928,7339,2070.971,19.6568
minimap2,map,sim4,rye,50,88.12485,57.0012,703,91.584,20.1334
minimap2,map,sim4,rye,75,96.01455,72.7268,1633,126.740,19.95
minimap2,map,sim4,rye,100,98.11305,80.4333,2372,135.974,19.7561
minimap2,map,sim4,rye,150,99.2197,87.1997,3932,158.545,19.6039
minimap2,map,sim4,rye,200,99.42595,89.0683,5324,182.500,19.5753
minimap2,map,sim4,rye,300,99.40995,91.0489,8348,544.338,19.6518
minimap2,map,sim4,rye,500,99.20635,91.96565,13997,1848.167,19.6582
minimap2,map,sim5,rye,50,85.7846,55.0012,1386,94.790,20.1147
minimap2,map,sim5,rye,75,94.26895,70.73815,3107,123.672,19.9449
minimap2,map,sim5,rye,100,96.8825,78.75365,4676,130.960,19.7559
minimap2,map,sim5,rye,150,98.6903,86.19185,7690,160.489,19.5951
minimap2,map,sim5,rye,200,98.93145,88.09075,10559,191.398,19.5751
minimap2,map,sim5,rye,300,98.83885,90.0118,16292,533.944,19.6449
minimap2,map,sim5,rye,500,98.4478,90.621,27243,1787.100,19.6636
